date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:38:24	2457/2457	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2008%20Nov%202024%2017:38:41%20GMT	https://lightsteelblue-jackal-341587.hostingersite.com/link.href	C:/Os%20meus%20Sites/spotfy/lightsteelblue-jackal-341587.hostingersite.com/link.href	(from https://lightsteelblue-jackal-341587.hostingersite.com/)
14:38:24	19508/19508	---M-Z	200	added ('OK')	application/x-javascript	etag:%224c34-672e041b-406ed58aa2b863ba;gz%22	https://lightsteelblue-jackal-341587.hostingersite.com/js/scripts.js	C:/Os%20meus%20Sites/spotfy/lightsteelblue-jackal-341587.hostingersite.com/js/scripts.js	(from https://lightsteelblue-jackal-341587.hostingersite.com/)
14:38:24	2457/2457	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2008%20Nov%202024%2017:38:41%20GMT	https://lightsteelblue-jackal-341587.hostingersite.com/_0x31bb89	C:/Os%20meus%20Sites/spotfy/lightsteelblue-jackal-341587.hostingersite.com/_0x31bb89	(from https://lightsteelblue-jackal-341587.hostingersite.com/js/script.js)
14:38:24	2457/2457	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2008%20Nov%202024%2017:38:41%20GMT	https://lightsteelblue-jackal-341587.hostingersite.com/_0x367f7a	C:/Os%20meus%20Sites/spotfy/lightsteelblue-jackal-341587.hostingersite.com/_0x367f7a	(from https://lightsteelblue-jackal-341587.hostingersite.com/js/script.js)
14:38:25	2457/2457	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2008%20Nov%202024%2017:38:42%20GMT	https://lightsteelblue-jackal-341587.hostingersite.com/h=/	C:/Os%20meus%20Sites/spotfy/lightsteelblue-jackal-341587.hostingersite.com/h=/index.html	(from https://lightsteelblue-jackal-341587.hostingersite.com/js/script.js)
14:38:25	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%22999-63beabb4-b397d7c4789e494c;;;%22	https://lightsteelblue-jackal-341587.hostingersite.com/css/images/background_whats.jpg	C:/Os%20meus%20Sites/spotfy/lightsteelblue-jackal-341587.hostingersite.com/css/images/background_whats.jpg	(from https://lightsteelblue-jackal-341587.hostingersite.com/css/styles.css)
14:38:25	4942/4942	---M-Z	200	added ('OK')	text/css	etag:%22134e-672e041c-7474672691c8b7a3;gz%22	https://lightsteelblue-jackal-341587.hostingersite.com/css/style.css	C:/Os%20meus%20Sites/spotfy/lightsteelblue-jackal-341587.hostingersite.com/css/style.css	(from https://lightsteelblue-jackal-341587.hostingersite.com/transparent.html)
14:38:26	2457/2457	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2008%20Nov%202024%2017:38:42%20GMT	https://lightsteelblue-jackal-341587.hostingersite.com/ions/	C:/Os%20meus%20Sites/spotfy/lightsteelblue-jackal-341587.hostingersite.com/ions/index.html	(from https://lightsteelblue-jackal-341587.hostingersite.com/js/script.js)
14:38:26	121200/121200	---M-Z	200	added ('OK')	text/css	etag:%221d970-672e041c-50185459926ff329;gz%22	https://lightsteelblue-jackal-341587.hostingersite.com/css/bootstrap.min.css	C:/Os%20meus%20Sites/spotfy/lightsteelblue-jackal-341587.hostingersite.com/css/bootstrap.min.css	(from https://lightsteelblue-jackal-341587.hostingersite.com/transparent.html)
14:38:26	52916/52916	---MC-	200	added ('OK')	text/javascript	date:Tue,%2012%20Dec%202023%2018:09:08%20GMT	https://www.google-analytics.com/analytics.js	C:/Os%20meus%20Sites/spotfy/www.google-analytics.com/analytics.js	(from https://lightsteelblue-jackal-341587.hostingersite.com/transparent.html)
14:38:27	112366/112366	---M--	200	added ('OK')	image/png	date:Fri,%2008%20Nov%202024%2017:38:43%20GMT	https://lightsteelblue-jackal-341587.hostingersite.com/images/something-lost.png	C:/Os%20meus%20Sites/spotfy/lightsteelblue-jackal-341587.hostingersite.com/images/something-lost.png	(from https://lightsteelblue-jackal-341587.hostingersite.com/transparent.html)
14:38:27	787/787	---MCZ	403	error ('Forbidden')	text/html	date:Fri,%2008%20Nov%202024%2017:38:43%20GMT	https://lightsteelblue-jackal-341587.hostingersite.com/images/	C:/Os%20meus%20Sites/spotfy/lightsteelblue-jackal-341587.hostingersite.com/images/index.html	(from https://lightsteelblue-jackal-341587.hostingersite.com/js/lottie-player.js)
14:38:27	2457/2457	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2008%20Nov%202024%2017:38:44%20GMT	https://lightsteelblue-jackal-341587.hostingersite.com/t,window.location.href	C:/Os%20meus%20Sites/spotfy/lightsteelblue-jackal-341587.hostingersite.com/t,window.location.20.delayed	(from https://lightsteelblue-jackal-341587.hostingersite.com/js/lottie-player.js)
14:38:27	2457/2457	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2008%20Nov%202024%2017:38:44%20GMT	https://lightsteelblue-jackal-341587.hostingersite.com/giItT1WQy@!-/	C:/Os%20meus%20Sites/spotfy/lightsteelblue-jackal-341587.hostingersite.com/giItT1WQy@!-/index.html	(from https://lightsteelblue-jackal-341587.hostingersite.com/js/lottie-player.js)
14:38:27	2457/2457	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2008%20Nov%202024%2017:38:44%20GMT	https://lightsteelblue-jackal-341587.hostingersite.com/t	C:/Os%20meus%20Sites/spotfy/lightsteelblue-jackal-341587.hostingersite.com/t	(from https://lightsteelblue-jackal-341587.hostingersite.com/js/lottie-player.js)
14:38:27	20127/20127	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%224e9f-672e041c-729ba92a4c01f1bf;gz%22	https://lightsteelblue-jackal-341587.hostingersite.com/fonts/glyphicons-halflings-regular.eot	C:/Os%20meus%20Sites/spotfy/lightsteelblue-jackal-341587.hostingersite.com/fonts/glyphicons-halflings-regular.eot	(from https://lightsteelblue-jackal-341587.hostingersite.com/css/bootstrap.min.css)
14:38:27	18028/18028	---M--	200	added ('OK')	font/woff2	etag:%22466c-672e041c-e117f154cdc7afa1;;;%22	https://lightsteelblue-jackal-341587.hostingersite.com/fonts/glyphicons-halflings-regular.woff2	C:/Os%20meus%20Sites/spotfy/lightsteelblue-jackal-341587.hostingersite.com/fonts/glyphicons-halflings-regular.woff2	(from https://lightsteelblue-jackal-341587.hostingersite.com/css/bootstrap.min.css)
14:38:28	23424/23424	---MCZ	200	added ('OK')	application/font-woff	etag:W/%225b80-672e041c-9e57e4bbea5f7496;;;%22	https://lightsteelblue-jackal-341587.hostingersite.com/fonts/glyphicons-halflings-regular.woff	C:/Os%20meus%20Sites/spotfy/lightsteelblue-jackal-341587.hostingersite.com/fonts/glyphicons-halflings-regular.woff	(from https://lightsteelblue-jackal-341587.hostingersite.com/css/bootstrap.min.css)
14:38:28	45404/45404	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%22b15c-672e041c-d67d9098bf9f7e14;gz%22	https://lightsteelblue-jackal-341587.hostingersite.com/fonts/glyphicons-halflings-regular.ttf	C:/Os%20meus%20Sites/spotfy/lightsteelblue-jackal-341587.hostingersite.com/fonts/glyphicons-halflings-regular.ttf	(from https://lightsteelblue-jackal-341587.hostingersite.com/css/bootstrap.min.css)
14:38:28	108738/108738	---M-Z	200	added ('OK')	image/svg+xml	etag:%221a8c2-672e041b-4787be744ad30f98;gz%22	https://lightsteelblue-jackal-341587.hostingersite.com/images/glyphicons-halflings-regular.svg	C:/Os%20meus%20Sites/spotfy/lightsteelblue-jackal-341587.hostingersite.com/images/glyphicons-halflings-regular.svg	(from https://lightsteelblue-jackal-341587.hostingersite.com/css/bootstrap.min.css)
